Argument ID	Conclusion	Stance	Premise	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
D02032	Social media is making us less social	in favor of	A few people now have social anxiety due to not having enough face-to-face interactions. When we avoid talking to people for a long time, automatically we develop a fear to involve in small talk.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
D02034	Social media is making us less social	in favor of	In the book “iGen”, it was mentioned that in the next decade we may see more young people who know just the right emoji for a situation — but not the right facial expression. This can become true if we prefer virtual life over real life.	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
D02036	NEET exam should be banned	against	NEET exam standardizes the entrance criterion for medical education across the country. As a high score is required to get into government medical colleges, the exam ensures meritocracy.	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1
D02037	NEET exam should be banned	against	But every year, less than 20% of the students are passing the exam. By this, it is evident that the quality of medical education in other countries where Indian students are studying is not at par with the medical education in India. So, it is very important to take steps to provide affordable and high-quality medical education in India.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
D02038	NEET exam should be banned	in favor of	As the exam requires additional study, coaching centers are taking advantage of the situation and are charging lakhs of rupees for the coaching for the NEET exam. So, due to this, students who cannot afford the coaching are at a disadvantage.	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
D02039	NEET exam should be banned	in favor of	Students work hard to score well in class 12 exams, but all that hard work is not recognized. And only the NEET score is considered for entry into medical college, which is very unfair. Moreover, the NEET exam is mainly based on the CBSE curriculum. So, state board students have to study additional things to get a good score on the exam.	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1
D02040	NEET exam should be banned	in favor of	A high score in the NEET exam is required to get admission to government medical colleges in India. It costs approximately Rs.1.25 crores to study in private medical colleges in India. So, many students are forced to go to other countries such as China, Ukraine, Russia, the Philippines, etc. to pursue medical education. In those countries, medical education costs around Rs.35 lakhs. Moreover, they allow students with low NEET scores, but above cut-off marks.	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0
D02047	Companies should fight moonlighting	against	Some people moonlight to pursue their passion when the earnings from their passion cannot replace the salary from their main job. Several entrepreneurs take this route and leave their jobs once they earn enough from their new ventures.	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D02048	Companies should fight moonlighting	against	As per a study published by the Academy of Management Journal in 2021, moonlighting can provide a sense of control and motivation, which can improve the productivity of employees.	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D02050	Companies should fight moonlighting	against	Moonlighting can help in upskilling. A few people want to learn new skills apart from what they are working on in their primary job. This can help them in developing expertise in their field. Some might get bored with monotonous jobs and hence take up second jobs to learn new skills and thereby make their days exciting.	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D02051	Companies should fight moonlighting	in favor of	Companies fear information and sensitive data theft and the possibility of sharing it with their rival companies.	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
D02052	Companies should fight moonlighting	in favor of	Some managers are worrying that the employees who moonlight may not be productive in their primary job due to fatigue and increased stress. There are also concerns about working for other companies during the office hours of my primary job.	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
D02053	Companies should fight moonlighting	in favor of	In general, companies provide several benefits to employees such as provident fund, health insurance, etc. So, they feel it is unfair when their employees focus their energy and time on a second job, which doesn’t provide any of those benefits.	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1
D02071	We should stop using cash	in favor of	A cashless economy saves so much money for governments because printing money, and sending the money to banks requires money and human resources. The need to purchase or rent land for ATMs will also be eliminated. International payments will also be easier because there is no need to exchange currency.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
D02076	We should stop using cash	against	Technical issues in banking can halt access to our money. This can interfere with our daily lives.	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
D02079	All countries should take responsibility for accepting refugees	in favor of	All countries should share the responsibility for refugees. Resettlement of the refugees should be done without much delay. They should be provided with skill development courses and employment opportunities to help them in living a dignified life.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
D02080	All countries should take responsibility for accepting refugees	in favor of	A weak global response is worsening the situation of refugees. The international community should help in rebuilding the war-torn countries, where refugees are coming from, so that safe and dignified returns are possible for refugees. Refugees should not be forcibly sent to their home countries.	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0
D02082	We should have psychological counseling in educational institutions	in favor of	In general, a few teachers punish students, who are not scoring well in exams but they do not even try to understand whether they have any learning disabilities. This causes self-esteem issues in students. Psychologists can detect these learning disabilities and can detect these issues and can collaborate with teachers to draft teaching strategies that are suitable for students with learning disabilities.	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1
D02083	We should have psychological counseling in educational institutions	in favor of	Many students struggle with several issues such as anxiety, self-esteem issues, trouble forming friendships, etc. Guidance and support are very important to help them overcome these problems. So, educational institutions should have mental health professionals to help students.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1
D03001	We should have psychological counseling in educational institutions	in favor of	Some students do not even understand what they are going through, they may not even know how to ask for help. Having a counselor at their educational institution will help them a lot in understanding their issues. Moreover, they will learn how to ask for advice and help.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
D03007	College education should be free for everyone	in favor of	When college education is free, the number of graduates will drastically increase. At present, many people do not have access to higher education. So many students are not joining colleges due to the financial status of their parents. Free education will be very helpful for them.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
D03008	College education should be free for everyone	in favor of	At present, the rich are getting richer and poor people are getting poorer. A free college education will reduce social inequality too because as everyone can study and learn the skills in college, everyone will have an equal opportunity to settle in the career of their choice.	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0
D03010	College education should be free for everyone	in favor of	There is a shortage of skilled workers in many countries. When college education is free, this problem will be solved.	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0
D03011	College education should be free for everyone	against	At present, private investments in education led to improvement in the quality of education. Without the commercialization of education, the quality of education may not improve much.	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D03012	India should have 'One Nation - One Election' policy 	in favor of	Less disruption to public life, less road traffic, and less loss to our economy. As all the government staff can be used at a single time, we can also increase vigilance, and factors like black money, booth capturing, etc. can be reduced.	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
D03013	India should have 'One Nation - One Election' policy 	against	Holding both elections together will also mean mixing up the national issues with those of the state. The national issues would overpower the state which in turn would get less priority from the politicians.	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
D03014	India should have 'One Nation - One Election' policy 	against	When state elections are conducted along with the center the regional parties may get marginalized because the same party getting majority in the center may get votes in the state as well.	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
D03015	India should have 'One Nation - One Election' policy 	against	Frequent elections in the country will bring politicians back to the public frequently whereas cutting down on elections would mean making them lazy for the rest of the term and suddenly becoming overactive during the election year.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
D03032	India should accept Rohingya refugees	in favor of	Rohingyas have their own set of ethnicity and culture. By accepting them, we will just be adding more culture to the already-vast culture of India.	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
D03034	India should accept Rohingya refugees	in favor of	Acceptance of the Rohingyas will definitely throw a good impression of the hospitality of our country to the foreign land. This will improve India’s chances to secure permanent membership in United Nations Security Council (UNSC).	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0
D03038	Marital rape should be criminalized in India	against	The most misused law in the Indian judicial system is Section 498A, which allows women to file a case on a husband and his family in case of dowry harassment. Many women are using this law to extort money and property from their in-laws. If the law on marital rape comes into effect, many innocent men will be at threat.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
D03039	Marital rape should be criminalized in India	in favor of	Sexual violence violates human rights, irrespective of the relationship between the criminal and the victim. IPC 375, which criminalizes rape, discriminates against married women for using the section on their husbands. Though one can file a case under the domestic violence act for marital rape, not terming marital rape as a crime will deter the victims from filing cases. Every law on the planet is prone to be misused. That doesn’t mean that we should not have laws in order to avoid false cases.	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
D03041	Cryptocurrencies should be legalized	against	There will be no sense of security. We cannot sleep peacefully because the cryptocurrency’s value keeps on fluctuating. Standard currencies fluctuate too, but not as high as cryptocurrencies. If the value of standard currency falls, we can still afford to live in our country, because the fall of currency value impacts all fields. For example, if the prices of groceries rise, so do our salaries. But if the value of cryptocurrencies like bitcoin falls, we will lose our hard-earned money.	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1
D03042	Cryptocurrencies should be legalized	in favor of	The future belongs to technology. Cryptocurrencies make peer-to-peer financial transactions a lot easier. This currency can be sent from any part of the world to any part of the world. Hence there will be no struggle of exchanging currencies like Dollars for the Rupee etc. While traveling the world, there will no hurdle of exchanging our currencies with local currencies.	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
D03054	Kids' reality shows should be banned	against	Reality shows give opportunity for children to bring out their hidden talents and to train their skills. It gives them a sense of purpose and direction from a very young age. The present education system doesn’t include other career options such as singing, acting, dancing, games, etc. Reality shows closes this loophole in the education system.	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
D03055	Kids' reality shows should be banned	in favor of	Reality shows put enormous pressure on participants to perform well every time. Children cannot handle this stress, and this may cause mental health issues. Almost all reality shows involve the process of eliminating participants one by one at each level. Facing defeat in front of everyone is not that easy for children. This may put an emotional toll on children.	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
D27004	We can rely on Cryptocurrencies like Bitcoins	against	If value of standard currency falls, we can still afford to live in our country, because the fall of currency value impacts all fields. For example, if the prices of groceries rise, so does our salaries. But if the value of cryptocurrencies like bitcoin falls, we will loose our hard earned money.	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
D27021	Women are better managers than men	in favor of	They are good time managers. As most of the women today manage work and home, they can prioritize their time well.	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
D27022	Women are better managers than men	in favor of	In general, they've coherent minds, are punctual and are dedicated to their work. These inbuilt qualities do make them better managers than men.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D27028	Driverless cars should be allowed in India	in favor of	If driverless cars are allowed in India, they can be used for a variety of other purposes also such as delivery or pickup service, which will also save time and human resources.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
D27029	US-Mexico border wall is a good thing	against	US treaties with Mexico won't let them build anything on the Rio Grande River and the areas around it. Furthermore, most of the areas along the border in Texas are privately owned which leaves a large part of the border uncovered. So, building the wall is not going to bring any change.	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
D27039	WikiLeaks is not a bane	in favor of	WikiLeaks has won a number of awards, including The Economist's New Media Award in 2008 and Amnesty International's UK Media Award in 2009.	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
D27049	Technology is rising Unemployment rates	in favor of	If any business depends heavily on human labour, it tends to fail as it cannot cope up with the competition from the technologically advanced competitors.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
D27050	Chinese products should be banned in India	in favor of	India has a huge trade deficit with China. For the year 2017-18, India's imports from China are worth $76.2 billion dollars, whereas India's exports to China are worth $33 billion dollars. So, there is a need to reduce this trade deficit. 	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
D27051	Chinese products should be banned in India	in favor of	Imports from China are hurting the businesses of Indian manufacturers, especially Medium Small &amp; Micro Enterprises (MSME) sector. China is able to produce products for cheaper prices because of its mass production methods. 	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
D27055	Homeschooling should be encouraged in India 	in favor of	Every child is different. Homeschooling allows to design the curriculum based on the student's capabilities and interests.	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D27071	We should ban kids' reality shows	against	Reality shows give opportunity for children to bring out their hidden talents and to finess their skills.	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
D27072	We should ban kids' reality shows	against	Reality shows act like a launchpad for children into the film industry. Some of the present singers, choreographers are made into the movies through reality shows for children.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D27075	Censorship of movies is an outdated concept	in favor of	Filmmakers spend lot of money and time to make movies. If parts of the movie is cut in the name of censorship, they will be discouraged to make more movies.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D27080	Aadhaar should be made mandatory in India	in favor of	Reduction of complexity in filling ITR's:	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D27092	There should be a ban on Bandhs	in favor of	Industries are also one of the worst hits. Investors may lose interest to invest in manufacturing sector as bandh by anyone results in the loss to them.	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
D27095	Nepotism exists in Bollywood	in favor of	The standards of Indian cinemas fall at times because of nepotism. Producers and directors are pushing star kids to launch in their movies, failing to judge their acting skills and screen presence. This leads to flop movies and a loss of quality and standards of the Indian cinemas.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D27096	Nepotism exists in Bollywood	against	Star kids also have an upbringing which is surrounded by the Bollywood industry. This gives them an advantage of getting adjusted and having a clearer overview of the industry. This might help them learn faster and do better which an outsider might not be able to.	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
E01002	Electric cars are not a solution to air pollution	in favor of	It would be smarter and cheaper to develop and encourage limited speed, low consumption shared thermal cars, and abandon the myth of owning a car.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
E01013	Biogas plants should be assessed on the basis of their efficiency	in favor of	Maize biogas plants need more energy to operate than they supply. Should a free-area PV plant have a ten-fold higher efficiency on this arable land, the biogas plant should not be supported.	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1
E01020	Companies should pay for the environmental damage cause by their products	in favor of	If all costs, including CO2 emissions of the production, the extraction of resources and its consequences for the region (environment and humans), ecosystem damage, recycling of the waste, and so on and so forth would be monetized and internalized in the costs of the products, many of our problems would be solved. It would simply make the more environmentally friendly products cheaper than the others and their production economically smarter. 	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1
E01021	Companies should pay for the environmental damage cause by their products	in favor of	In a capitalist system in which all environmental and social and health costs of everybody affected would be internalized in the pricing of a product, the market could solve most problems.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
E01022	Businesses should buy unused emissions by reforesting, restoration, or conservation of habitats sequestrating carbon	in favor of	This would strengthen the carbon sinks across Europa.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
E01030	Gas and nuclear power should be supported with money from European countries	against	If we continue investing in climate and environmentally damaging, regressive, and immensely expensive nuclear power plants or technologies is a mockery of the world and a waste of money and time that we can use for sustainable investments and transformations.	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1
E01039	Electric cars are not a solution to air pollution	against	It's by no means irrelevant what kind of cars people use; 25% renewable + 25% nuclear + 50% combustible is better than 100% combustible gasoline. 	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
E01053	The best way to save the world from climate change and protect the environment is to encourage everyone to start with themselves and look at what things they can do to help with this problem	against	This idea is what we have been doing for the last 30 years. It did not produce sufficient results to justify continuing on this path. It is just saying, that problem will solve itself. This proposition is harmful and does not stand on any data that could justify it.   	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
E01054	The best way to save the world from climate change and protect the environment is to encourage everyone to start with themselves and look at what things they can do to help with this problem	against	It is not about blaming others. It is about seeing the situation as it is. Recognizing patterns, reasons, and consequences of our behavior. We do not make our choices in a vacuum. If it is easier and cheaper to live not sustainably, people will do it, even if they are conscious of the consequences. 	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
E01055	The best way to save the world from climate change and protect the environment is to encourage everyone to start with themselves and look at what things they can do to help with this problem	against	We should arrange our cities, our economy, and politics so that it is easy for people to behave ecologically responsibly. It requires a lot of work now, but it is work that we have to do if we want to transition to something more sustainable. 	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
E01060	Intensive livestock farming should disappear	in favor of	The current subsidies with a modular system of incentives should be replaced, as that empowers farmers to choose environmentally, socially, and financially responsible and sustainable solutions that are already available - like natural sequence farming, regenerative agriculture, permaculture, etc. 	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
E01061	Intensive livestock farming should disappear	in favor of	In Germany, 60% of the land is used for animal feed. In determining how much subsidy a holding receives, the area of the holding is decisive. In other words, a lot of land, a large amount of subsidy. This results in cheap animal feed and, ultimately, intensive livestock farming. Thus, if the state subsidises animal feed and livestock farming on the basis of their size and not on the basis of sustainability and animal welfare, the concept of intensive livestock farming will be supported.	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
E01074	Devices with batteries should be designed so that batteries can be replaced	in favor of	And not just the batteries. The EU should have an overall policy with a clear goal to restrict and reduce planned obsolescence. 	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
E01084	Climate neutrality can be achieved only by nuclear energy	in favor of	if we want stable, reliable energy grid we need a nuclear energy source. Solar energy and wind are not reliable, need a lot of batteries, and can not be a sole solution for the energy grid.	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
E01091	Europe should put a GreenTax on top of all imports from highly polluting countries	in favor of	taxation seems to be the only real way to incentivize other countries less worried about climate change to work on it	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
E01111	We need stricter and homogeneous environmental legislation across the EU	in favor of	As the sustainability goals of the UN contain working conditions, human rights, environmental & climate issues together with questions of governance, they are ideal to incentivize sustainability in all sectors and fend off unsustainable practices and competition.	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0
E02002	A coordination hub should be set up with representatives of institutions that can act to facilitate the integration of refugees	in favor of	Such a hub could also have a bridging role between local necessities and opportunities at the EU level, such as project funding. 	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
E02006	British people who are residents in an EU country should have EU-wide rights	in favor of	I think this is a good idea, but unfortunately it's framed as a British/brexit issue. However, the wider concept of a common EU visa / migration system is a compelling one. Harmonising the system to a common visa regime offers many advantages.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E02009	Cohesion funds should be provided directly to cities and regions	in favor of	The cohesion funds have become a mechanism for local oligarchs and political elites to maintain their power and influence within national contexts, thus resulting in utilizing EU funds for their own personal or political gains and withholding the benefits from the people in cities and regions.	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
E02010	Cohesion funds should be provided directly to cities and regions	in favor of	An increased percentage of funds dedicated to cities and regions that are controlled and distributed from the EU institutions directly to the local administrations can bypass the national systems which enable the political dependency in the first place.	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
E02011	Equal pay for equal work should apply as a principle in the country in which you work, regardless of where you come from	in favor of	This will add to the transparency and fair competition.  Insincere employers shouldn't have an advantage, and in essence, it would be beneficial for all EU members, not just the workers.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
E02015	European Union should help young people to train in refugee countries	in favor of	This should help to tackle the causes of lack of prospects and absconding from these countries in order to increase the willingness of young people to stay in their homes	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
E02017	Immigrants should integrate through work	in favor of	I work on a programme in Ireland to help migrants, refugees and asylum seekers get employment and integrate.  The qualifications, skills, experience and resilience they bring is amazing and so valuable to employers and the country.  There is far too much focus on negative aspects of migration, much of it based on incorrect stereotypes.  Migration brings lots of positives to countries but we need to be open to them.	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1
E02021	Immigrants should receive help from the EU through integration programs	in favor of	It's only anecdotal evidence, but I have noticed in the high schools in my area that the children from migrants are more able to participate in after-school activities when their language is developed further. Children, of course, still go to school on a daily basis, which means that they automatically are taking part in language lessons. However, seeing the positive results in language learning in these children, I can imagine that their parents would benefit in the same way if they were given the opportunity to follow language lessons (ideally low-budget/free).	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
E02023	Immigrants should receive help from the EU through integration programs	against	No, Europe is not a colony. Immigration has been devastating. Public EU officials who support immigration should be named and the European people must be given a democratic opportunity to remove them from positions of power and influence.	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0
E02024	Immigrants should receive help from the EU through integration programs	against	We have millions of poor true Europeans that we can help, why help migrant who have nothing in common with us?	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0
E02025	Immigrants should receive help from the EU through integration programs	in favor of	Most of the time migrants have trouble fitting into society because of the language barrier and hate. Providing them with language lessons could reduce the tensions around migration, and improve the migrants' integration.	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0
E02026	Immigrants should receive help from the EU through integration programs	in favor of	Knowledge of the host country's language is essential for integration. When migrants understand the local language, studies show that their values tend towards those of the host countries over time. 	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
E02027	Immigrants should receive help from the EU through integration programs	in favor of	It is essential that European principles and values are taught to migrants, including an explanation of the reasoning behind these principles and values. It would be best that this is provided both in the person's mother tongue and in the language of the host country. 	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
E02029	Immigrants should receive help from the EU through integration programs	in favor of	Working in sectors in ample need of workers, such as the agricultural fields, will help to integrate immigrants once their situation has been legalized. And above all, education is needed, an intensive integration education both in the language (of course) and also culture: history, philosophy, literature, etc.	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
E02032	Migrants should be housed in EU bureaucrats' neighborhoods	in favor of	EU bureaucrats who have enabled immigration must be named and a democratic process for removing them from power must be put into place.  Democracy must prevail over this multicultural fascism.	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
E02034	NGO boats should have an government representative on board to make sure they aren't people trafficking	against	NGO boats should be forbidden, only Frontex should intervene to bring them home	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
E02037	The EU leadership must enter into strong agreements with the countries where immigrants come from, in order to retain them in their countries	against	If we want to uphold to our standards and what the EU represents, we shall help those immigrants and give them the tools to help us make our homes better and multicultural so when the chance is presented they can then have a way to help their countries. Simply blocking them out of our region and neglecting them won't solve anything. We will only make unnecessary enemies.	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0
E02038	The EU needs a reorientation of migration and asylum policy	against	The World, in particular Africa and the Middle East, is experiencing a huge population explosion. They seem not to be able to cope with it as China did.  Who is going to take all these millions of refugees which result from it?  Also, consider that the integration of one non-western immigrant costs 167.000 euros.  If the EU intends to survive it has to stop more or less all migration.	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1
E02039	The EU needs s common migration and asylum policy, based on respect for rights and equal treatment	in favor of	We need to ensure fair redistribution of refugees across Europe and ensure better integration of refugees and applicants for international protection into the workplace. More concrete and fairer European policy on economic migration, to establish legal channels for entry and to foster an integration policy based on respect for rights and equal treatment of both local and migrant workers, as a key tool to address the social impact of migration flows.	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	1
E02040	The EU needs strong advertising and recruitment strategies for students and qualified employees	in favor of	The EU should attract the world's most talented and most entrepreneurial. There was an attempt to reform the blue card directive by the Junker commission in order to create a new streamlined EU-wide visa category, similar to the short-lived Schengen visa. The holder of the new blue-card-like visa would have the entire EU labor market at their disposal. 	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
E02041	The EU needs strong advertising and recruitment strategies for students and qualified employees	in favor of	The EU has, for too long, seen a net exodus or brain drain of highly qualified people.	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
E02042	The EU needs strong advertising and recruitment strategies for students and qualified employees	in favor of	Compared to most anglophone countries, Europe has been quite timid in attracting talent across the globe. Too few people know of and make use of the EU Blue Card. The EU is a destination of choice for migration and refugees from developing and some neighboring countries.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E02043	The EU should have common taxation and social policy	in favor of	The future is 'work mobility'; thus we need to simplify taxation, enhance remote working opportunities, and enable inter-country recruitment for companies.	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
E02044	The EU should have open borders with poor countries	against	Many migrants simply refuse to fight to change things in their own countries. Once a migrant told me 'I want what you have, why should I sweat to build it back in my country when here it's ready to be taken?' No thanks.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
E02045	The EU should have open borders with poor countries	against	If we need work force, we should look for Europeans to come, not for Afrikans, Arabic, and Muslims.	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
E02046	The EU should have open borders with poor countries	in favor of	People born in Africa or poor countries look for a better place for their kids to grow up, where there is no war, and where there is food, good education, and health systems.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
E02049	The European Union should support and integrate immigrant people to ensure that they live with dignity and equality with all European citizens	in favor of	Europe is more than rich enough to welcome many immigrants and if they are permitted to work, they will even generate their own income and benefits for the country they arrive in.	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
E02052	The European Union should support and integrate immigrant people to ensure that they live with dignity and equality with all European citizens	in favor of	It is necessary that member states better share the efforts of receiving asylum seekers upon arrival at EU borders and do not leave this responsibility to frontline countries.  The EU should develop a joint approach to support the frontline countries to assure that asylum seeker are provided adequate care, assistance, and protection upon arrival and are quickly distributed evenly throughout the EU for status determination.	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0
E02055	We need a common migration and asylum policy, based on respect for rights and equal treatment	against	More illegal and legal migration will lead to more unemployment, lower wages, more insecurity, and less sustainable social systems.	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
E02057	We need a common migration and asylum policy, based on respect for rights and equal treatment	against	I disagree, each country must be sovereign to establish its migration policy and no EU quotas should be accepted.	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
E02058	We need a common migration and asylum policy, based on respect for rights and equal treatment	in favor of	Across the EU, young people are continuing to face a number of significant challenges to enter and get a  stable position in the labor market. They do not easily obtain good quality jobs with decent wages and are still faced with significant exclusion from regular employment, good-quality education, training opportunities as well as adequate inclusion and coverage in the national social protection systems. Young women and migrants are particularly affected. So we need a fairer migration policy but also consider migrant needs (and challenges) in other policy areas.  	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
